invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I220388,C206542,Female,20,Technology,1,1050,Cash,05-11-2021,Mall of Istanbul
I220393,C137230,Male,63,Clothing,5,1500.4,Credit Card,14-01-2023,Metropol AVM
I220395,C221389,Male,68,Shoes,1,600.17,Debit Card,10-01-2023,Metropol AVM
I220396,C215707,Female,69,Food & Beverage,2,10.46,Cash,15-11-2022,Metrocity
I220398,C174822,Female,45,Clothing,5,1500.4,Debit Card,04-02-2022,Kanyon
I220409,C157730,Male,24,Clothing,1,300.08,Cash,06-02-2023,Mall of Istanbul
I220413,C589158,Female,32,Toys,1,35.84,Cash,13-11-2022,Viaport Outlet
I220421,C104431,Male,43,Clothing,3,900.24,Credit Card,03-04-2021,Kanyon
I220422,C509912,Female,20,Food & Beverage,3,15.69,Cash,23-10-2022,Emaar Square Mall
I220424,C182091,Male,42,Toys,5,179.2,Cash,15-12-2022,Metrocity
I220426,C758629,Female,66,Clothing,3,900.24,Cash,03-05-2022,Forum Istanbul
I220429,C185504,Male,37,Food & Beverage,1,5.23,Credit Card,01-07-2022,Kanyon
I220430,C306674,Female,62,Toys,1,35.84,Credit Card,06-05-2021,Kanyon
I220431,C249674,Female,62,Clothing,1,300.08,Cash,28-10-2022,Metrocity
I220432,C938507,Female,68,Shoes,4,2400.68,Cash,06-08-2022,Mall of Istanbul
I220433,C103652,Female,28,Clothing,4,1200.32,Cash,20-06-2021,Forum Istanbul
I220435,C233806,Male,26,Cosmetics,4,162.64,Cash,08-06-2021,Kanyon
I220441,C264813,Female,55,Clothing,1,300.08,Credit Card,16-03-2022,Kanyon
I220444,C298485,Female,25,Food & Beverage,1,5.23,Debit Card,26-04-2022,Kanyon
I220445,C138253,Male,49,Food & Beverage,5,26.15,Credit Card,16-08-2022,Mall of Istanbul
I220453,C169478,Female,66,Toys,1,35.84,Debit Card,30-05-2022,Viaport Outlet
I220454,C268296,Female,60,Cosmetics,2,81.32,Credit Card,30-04-2022,Mall of Istanbul
I220455,C415783,Female,47,Cosmetics,1,40.66,Credit Card,11-11-2022,Metropol AVM
I220459,C325485,Female,20,Toys,2,71.68,Cash,21-08-2022,Emaar Square Mall
I220463,C839711,Female,52,Clothing,3,900.24,Cash,07-11-2021,Mall of Istanbul
I220468,C185206,Male,30,Books,5,75.75,Credit Card,13-09-2021,Cevahir AVM
I220472,C102459,Female,32,Clothing,5,1500.4,Debit Card,18-02-2023,Kanyon
I220473,C118931,Male,45,Cosmetics,4,162.64,Debit Card,23-08-2022,Metrocity
I220474,C191269,Female,65,Clothing,2,600.16,Credit Card,26-08-2022,Istinye Park
I220476,C598648,Male,69,Shoes,3,1800.51,Cash,02-10-2022,Cevahir AVM
I220479,C219090,Male,69,Souvenir,1,11.73,Cash,23-05-2022,Emaar Square Mall
I220486,C191669,Female,63,Clothing,5,1500.4,Credit Card,25-09-2021,Mall of Istanbul
I220492,C171805,Female,48,Clothing,3,900.24,Credit Card,22-01-2022,Istinye Park
I220493,C210125,Male,68,Clothing,1,300.08,Debit Card,13-06-2021,Metrocity
I220495,C130738,Female,64,Clothing,3,900.24,Cash,09-03-2021,Kanyon
I220498,C481631,Female,29,Souvenir,4,46.92,Cash,25-01-2021,Forum Istanbul
I220505,C523971,Male,67,Clothing,4,1200.32,Credit Card,20-01-2021,Zorlu Center
I220509,C145677,Male,42,Cosmetics,4,162.64,Cash,20-06-2021,Zorlu Center
I220510,C439011,Female,34,Shoes,5,3000.85,Cash,29-05-2021,Kanyon
I220513,C424644,Female,59,Food & Beverage,4,20.92,Cash,25-07-2021,Mall of Istanbul
I220517,C167795,Female,57,Clothing,1,300.08,Debit Card,20-03-2022,Mall of Istanbul
I220519,C324612,Female,29,Toys,3,107.52,Credit Card,22-06-2022,Mall of Istanbul
I220521,C719277,Male,53,Cosmetics,3,121.98,Cash,12-01-2022,Kanyon
I220522,C148379,Female,29,Cosmetics,5,203.3,Credit Card,13-05-2022,Metropol AVM
I220525,C998999,Female,57,Clothing,1,300.08,Cash,17-10-2021,Kanyon
I220530,C237873,Female,28,Clothing,3,900.24,Cash,17-09-2021,Mall of Istanbul
I220533,C208198,Female,28,Cosmetics,4,162.64,Debit Card,31-12-2022,Mall of Istanbul
I220536,C246960,Female,30,Clothing,2,600.16,Credit Card,19-03-2021,Kanyon
I220542,C159928,Female,45,Shoes,3,1800.51,Credit Card,21-12-2022,Istinye Park
I220544,C221329,Male,62,Food & Beverage,4,20.92,Cash,11-09-2022,Zorlu Center
I220546,C103545,Male,56,Cosmetics,2,81.32,Credit Card,20-10-2022,Forum Istanbul
I220548,C127484,Male,44,Clothing,3,900.24,Debit Card,21-10-2022,Metropol AVM
I220552,C582588,Male,36,Toys,1,35.84,Cash,23-10-2021,Kanyon
I220560,C263002,Female,29,Food & Beverage,2,10.46,Cash,22-12-2021,Metropol AVM
I220571,C236261,Male,22,Clothing,2,600.16,Cash,01-06-2022,Viaport Outlet
I220572,C243217,Female,65,Clothing,2,600.16,Debit Card,26-01-2021,Kanyon
I220576,C294940,Male,61,Clothing,4,1200.32,Credit Card,18-02-2022,Metrocity
I220577,C796269,Male,38,Clothing,2,600.16,Cash,23-10-2022,Kanyon
I220581,C293177,Male,44,Food & Beverage,3,15.69,Cash,08-08-2022,Kanyon
I220583,C135174,Male,54,Technology,1,1050,Debit Card,07-01-2022,Kanyon
I220584,C130690,Female,63,Food & Beverage,2,10.46,Debit Card,13-10-2021,Metrocity
I220585,C213889,Female,20,Clothing,2,600.16,Debit Card,28-04-2022,Metrocity
I220586,C334490,Male,43,Cosmetics,5,203.3,Debit Card,14-03-2021,Metrocity
I220597,C261575,Female,61,Clothing,4,1200.32,Cash,26-03-2021,Metropol AVM
I220602,C206573,Female,20,Food & Beverage,2,10.46,Cash,20-01-2021,Cevahir AVM
I220604,C616499,Male,37,Souvenir,1,11.73,Debit Card,18-01-2022,Viaport Outlet
I220609,C242981,Female,37,Clothing,5,1500.4,Debit Card,16-11-2021,Mall of Istanbul
I220611,C106935,Male,46,Cosmetics,2,81.32,Debit Card,03-11-2022,Kanyon
I220613,C363663,Female,69,Clothing,1,300.08,Credit Card,05-09-2022,Zorlu Center
I220617,C242161,Female,23,Clothing,4,1200.32,Credit Card,17-04-2022,Mall of Istanbul
I220619,C339873,Male,37,Shoes,3,1800.51,Debit Card,07-01-2022,Mall of Istanbul
I220622,C241726,Male,31,Clothing,2,600.16,Debit Card,20-03-2022,Cevahir AVM
I220623,C690514,Female,53,Shoes,4,2400.68,Credit Card,09-10-2021,Viaport Outlet
I220625,C151390,Female,69,Clothing,5,1500.4,Cash,21-06-2022,Kanyon
I220626,C128805,Female,58,Clothing,2,600.16,Credit Card,15-09-2022,Metrocity
I220627,C291222,Male,38,Shoes,5,3000.85,Debit Card,23-02-2022,Zorlu Center
I220628,C272778,Female,22,Books,4,60.6,Cash,09-11-2021,Istinye Park
I220632,C138345,Male,67,Cosmetics,4,162.64,Credit Card,06-03-2023,Kanyon
I220633,C208750,Female,23,Clothing,2,600.16,Debit Card,30-08-2022,Metrocity
I220637,C275868,Female,38,Clothing,1,300.08,Cash,18-09-2022,Kanyon
I220645,C521667,Male,36,Cosmetics,5,203.3,Credit Card,20-09-2021,Istinye Park
I220646,C288899,Female,39,Toys,4,143.36,Cash,08-03-2022,Viaport Outlet
I220649,C260480,Male,59,Clothing,2,600.16,Credit Card,11-01-2022,Kanyon
I220658,C164108,Male,31,Clothing,1,300.08,Debit Card,06-09-2021,Mall of Istanbul
I220659,C130596,Female,67,Food & Beverage,4,20.92,Cash,13-02-2023,Metropol AVM
I220661,C244970,Male,31,Clothing,2,600.16,Cash,06-03-2021,Zorlu Center
I220666,C151603,Female,43,Clothing,5,1500.4,Debit Card,30-12-2021,Viaport Outlet
I220667,C833274,Female,69,Clothing,4,1200.32,Cash,02-09-2022,Mall of Istanbul
I220673,C321649,Female,40,Books,1,15.15,Credit Card,13-03-2021,Emaar Square Mall
I220675,C280142,Female,19,Books,3,45.45,Cash,09-02-2022,Metrocity
I220678,C992026,Male,63,Shoes,2,1200.34,Credit Card,22-03-2022,Zorlu Center
I220680,C230235,Female,36,Shoes,3,1800.51,Cash,18-03-2021,Emaar Square Mall
I220682,C564707,Female,38,Clothing,2,600.16,Credit Card,06-04-2021,Metrocity
I220685,C139428,Female,35,Cosmetics,4,162.64,Debit Card,06-12-2021,Zorlu Center
I220687,C207015,Male,25,Clothing,4,1200.32,Credit Card,22-09-2021,Kanyon
I220693,C174255,Male,31,Clothing,3,900.24,Credit Card,22-08-2022,Metrocity
I220698,C612357,Male,39,Clothing,2,600.16,Debit Card,13-03-2021,Mall of Istanbul
I220702,C335309,Female,47,Clothing,5,1500.4,Cash,30-04-2022,Mall of Istanbul
I220703,C272899,Female,35,Clothing,5,1500.4,Cash,12-09-2021,Kanyon
I220706,C321554,Male,29,Cosmetics,5,203.3,Credit Card,10-05-2022,Kanyon
I220711,C622135,Female,51,Cosmetics,5,203.3,Credit Card,16-04-2022,Emaar Square Mall
I220725,C216823,Male,67,Souvenir,4,46.92,Credit Card,20-04-2022,Viaport Outlet
I220727,C122920,Male,32,Clothing,4,1200.32,Credit Card,20-06-2021,Mall of Istanbul
I220728,C321995,Female,61,Technology,4,4200,Credit Card,17-06-2022,Viaport Outlet
I220733,C208796,Female,22,Cosmetics,1,40.66,Debit Card,22-06-2022,Kanyon
I220737,C138099,Female,22,Souvenir,2,23.46,Cash,21-06-2021,Mall of Istanbul
I220739,C110376,Male,44,Books,1,15.15,Cash,12-10-2022,Kanyon
I220745,C415366,Male,46,Toys,4,143.36,Credit Card,29-08-2021,Mall of Istanbul
I220747,C282198,Male,51,Food & Beverage,4,20.92,Cash,03-02-2022,Zorlu Center
I220749,C238384,Female,48,Clothing,3,900.24,Debit Card,25-12-2022,Kanyon
I220750,C209259,Male,47,Toys,5,179.2,Cash,23-02-2021,Emaar Square Mall
I220751,C897019,Male,57,Clothing,5,1500.4,Credit Card,30-03-2022,Zorlu Center
I220752,C233867,Female,35,Books,4,60.6,Cash,06-05-2021,Metrocity
I220754,C137924,Female,48,Clothing,4,1200.32,Cash,02-02-2023,Metrocity
I220755,C281781,Female,39,Clothing,5,1500.4,Cash,20-12-2022,Emaar Square Mall
I220757,C281388,Male,41,Food & Beverage,5,26.15,Cash,19-11-2022,Zorlu Center
I220760,C104061,Male,41,Toys,4,143.36,Credit Card,20-03-2021,Kanyon
I220762,C683090,Female,21,Toys,2,71.68,Debit Card,13-02-2022,Kanyon
I220765,C279542,Male,34,Technology,2,2100,Cash,27-11-2021,Emaar Square Mall
I220774,C240257,Female,68,Clothing,3,900.24,Cash,01-05-2021,Kanyon
I220775,C284753,Female,29,Food & Beverage,1,5.23,Cash,12-09-2022,Forum Istanbul
I220784,C193856,Female,37,Cosmetics,5,203.3,Debit Card,12-09-2022,Metrocity
I220787,C158701,Female,23,Clothing,5,1500.4,Cash,09-02-2022,Mall of Istanbul
I220788,C137886,Female,19,Food & Beverage,3,15.69,Cash,02-08-2022,Viaport Outlet
I220789,C281575,Male,39,Food & Beverage,2,10.46,Cash,11-10-2022,Metrocity
I220799,C326833,Female,44,Clothing,2,600.16,Cash,03-02-2023,Forum Istanbul
I220810,C319877,Male,43,Clothing,5,1500.4,Credit Card,08-03-2022,Metropol AVM
I220813,C129495,Male,49,Cosmetics,1,40.66,Credit Card,09-12-2021,Zorlu Center
I220819,C207889,Male,27,Clothing,2,600.16,Credit Card,23-02-2022,Metrocity
I220825,C190940,Male,22,Clothing,1,300.08,Debit Card,08-08-2021,Zorlu Center
I220826,C132014,Female,24,Books,2,30.3,Debit Card,09-12-2022,Kanyon
I220827,C178722,Female,27,Cosmetics,3,121.98,Cash,22-01-2021,Istinye Park
I220828,C101564,Female,40,Food & Beverage,4,20.92,Cash,09-05-2022,Cevahir AVM
I220848,C159368,Female,51,Clothing,4,1200.32,Debit Card,08-06-2022,Metropol AVM
I220849,C415954,Female,19,Food & Beverage,5,26.15,Credit Card,28-08-2021,Kanyon
I220851,C149620,Male,62,Shoes,4,2400.68,Cash,20-01-2021,Kanyon
I220853,C200381,Female,25,Clothing,2,600.16,Cash,22-09-2021,Cevahir AVM
I220857,C211488,Male,34,Clothing,2,600.16,Cash,08-08-2021,Cevahir AVM
I220863,C131497,Male,21,Books,4,60.6,Cash,22-07-2021,Mall of Istanbul
I220866,C227534,Female,39,Souvenir,4,46.92,Credit Card,09-08-2022,Mall of Istanbul
I220869,C191275,Female,23,Clothing,2,600.16,Debit Card,14-03-2021,Metropol AVM
I220886,C179453,Male,39,Cosmetics,4,162.64,Credit Card,23-09-2021,Cevahir AVM
I220889,C100786,Male,44,Clothing,2,600.16,Cash,05-03-2022,Kanyon
I220890,C317415,Male,27,Food & Beverage,1,5.23,Cash,03-04-2021,Emaar Square Mall
I220892,C289587,Male,48,Books,4,60.6,Cash,19-12-2021,Kanyon
I220893,C705111,Male,20,Clothing,1,300.08,Cash,01-10-2022,Kanyon
I220896,C190970,Female,24,Shoes,1,600.17,Credit Card,13-07-2022,Istinye Park
I220898,C313761,Female,28,Clothing,5,1500.4,Cash,14-05-2021,Cevahir AVM
I220900,C119282,Female,49,Clothing,1,300.08,Credit Card,19-02-2023,Kanyon
I220902,C477161,Male,34,Clothing,1,300.08,Credit Card,01-08-2022,Mall of Istanbul
I220903,C248097,Female,44,Clothing,4,1200.32,Cash,29-09-2021,Istinye Park
I220911,C156191,Female,36,Shoes,2,1200.34,Cash,08-11-2022,Emaar Square Mall
I220917,C156674,Male,38,Souvenir,1,11.73,Credit Card,04-07-2022,Mall of Istanbul
I220918,C335893,Male,39,Shoes,1,600.17,Credit Card,24-03-2021,Istinye Park
I220923,C269900,Male,38,Clothing,4,1200.32,Debit Card,08-04-2022,Kanyon
I220925,C248548,Female,53,Shoes,4,2400.68,Debit Card,22-12-2022,Metrocity
I220927,C128804,Female,20,Shoes,4,2400.68,Cash,14-02-2022,Metrocity
I220928,C161720,Male,43,Books,2,30.3,Cash,08-10-2021,Zorlu Center
I220929,C881064,Male,44,Books,3,45.45,Cash,26-03-2022,Istinye Park
I220932,C154159,Male,37,Clothing,3,900.24,Cash,16-07-2022,Mall of Istanbul
I220934,C274101,Female,32,Clothing,1,300.08,Debit Card,11-02-2021,Cevahir AVM
I220937,C396571,Female,20,Toys,1,35.84,Debit Card,08-12-2021,Mall of Istanbul
I220938,C165351,Female,37,Cosmetics,2,81.32,Debit Card,07-08-2021,Viaport Outlet
I220939,C331149,Female,46,Toys,1,35.84,Cash,26-04-2022,Mall of Istanbul
I220944,C113195,Female,46,Food & Beverage,2,10.46,Cash,16-06-2021,Cevahir AVM
I220949,C202310,Female,41,Cosmetics,3,121.98,Cash,09-03-2021,Cevahir AVM
I220950,C138330,Female,60,Clothing,2,600.16,Cash,10-04-2021,Metrocity
I220960,C629571,Female,49,Shoes,2,1200.34,Cash,09-05-2022,Zorlu Center
I220964,C717044,Male,29,Toys,1,35.84,Credit Card,14-02-2021,Zorlu Center
I220968,C307657,Male,43,Clothing,3,900.24,Credit Card,25-07-2021,Emaar Square Mall
I220969,C229429,Female,69,Cosmetics,4,162.64,Cash,15-09-2022,Kanyon
I220971,C159046,Female,38,Clothing,4,1200.32,Cash,28-02-2022,Mall of Istanbul
I220977,C173112,Female,61,Clothing,1,300.08,Debit Card,26-09-2021,Viaport Outlet
I220978,C574268,Female,52,Technology,4,4200,Credit Card,15-03-2022,Istinye Park
I220981,C195971,Female,43,Clothing,5,1500.4,Credit Card,30-09-2021,Kanyon
I220982,C506430,Female,32,Toys,4,143.36,Cash,23-02-2023,Mall of Istanbul
I220988,C186800,Female,50,Toys,2,71.68,Cash,13-10-2022,Istinye Park
I220992,C119206,Female,24,Toys,3,107.52,Debit Card,19-05-2022,Metropol AVM
I220998,C250045,Female,26,Cosmetics,2,81.32,Cash,20-12-2021,Emaar Square Mall
I221009,C176137,Female,30,Toys,1,35.84,Cash,23-07-2022,Cevahir AVM
I221015,C326926,Female,34,Toys,2,71.68,Cash,07-07-2022,Metrocity
I221017,C248894,Male,38,Books,5,75.75,Cash,30-10-2022,Kanyon
I221022,C772963,Female,41,Clothing,3,900.24,Cash,04-02-2022,Mall of Istanbul
I221024,C178911,Male,58,Toys,1,35.84,Credit Card,26-10-2021,Metropol AVM
I221028,C382270,Male,19,Toys,1,35.84,Credit Card,16-04-2021,Istinye Park
I221035,C133695,Female,52,Toys,4,143.36,Credit Card,05-02-2021,Metrocity
I221039,C561754,Male,49,Clothing,2,600.16,Debit Card,07-01-2021,Istinye Park
I221041,C262972,Male,58,Clothing,4,1200.32,Credit Card,17-02-2021,Istinye Park
I221042,C222683,Female,62,Clothing,4,1200.32,Cash,07-03-2022,Istinye Park
I221043,C322252,Female,69,Toys,4,143.36,Debit Card,31-01-2022,Metropol AVM
I221045,C271596,Female,35,Food & Beverage,3,15.69,Cash,30-04-2022,Kanyon
I221046,C170201,Female,30,Food & Beverage,2,10.46,Credit Card,22-05-2022,Forum Istanbul
I221049,C218945,Female,65,Books,2,30.3,Cash,14-12-2022,Metropol AVM
I221052,C285640,Male,20,Food & Beverage,3,15.69,Debit Card,28-11-2021,Cevahir AVM
I221053,C204597,Male,64,Technology,3,3150,Cash,30-11-2022,Forum Istanbul
I221056,C166209,Male,38,Cosmetics,1,40.66,Cash,19-11-2022,Metrocity
I221059,C163531,Female,33,Books,5,75.75,Credit Card,08-09-2022,Forum Istanbul
I221061,C759543,Male,69,Cosmetics,5,203.3,Credit Card,08-11-2021,Zorlu Center
I221062,C287686,Female,36,Clothing,4,1200.32,Cash,12-05-2022,Cevahir AVM
I221069,C208524,Male,57,Clothing,1,300.08,Debit Card,11-09-2022,Istinye Park
I221070,C493539,Female,20,Books,5,75.75,Credit Card,13-03-2022,Emaar Square Mall
I221076,C209584,Male,31,Souvenir,2,23.46,Debit Card,03-08-2021,Mall of Istanbul
I221088,C111789,Male,66,Technology,3,3150,Cash,04-10-2021,Kanyon
I221090,C853666,Female,58,Clothing,5,1500.4,Credit Card,13-10-2021,Zorlu Center
I221091,C916652,Male,62,Food & Beverage,2,10.46,Credit Card,09-01-2021,Kanyon
I221099,C103153,Female,57,Toys,2,71.68,Cash,01-07-2021,Metrocity
I221100,C290111,Male,59,Cosmetics,3,121.98,Cash,02-02-2022,Metrocity
I221101,C149370,Female,63,Cosmetics,2,81.32,Debit Card,01-09-2022,Kanyon
I221104,C244173,Female,46,Toys,4,143.36,Debit Card,30-01-2022,Kanyon
I221105,C226020,Male,19,Clothing,2,600.16,Cash,14-05-2021,Mall of Istanbul
I221106,C339884,Male,34,Food & Beverage,1,5.23,Credit Card,17-09-2021,Mall of Istanbul
I221109,C730933,Female,34,Cosmetics,2,81.32,Credit Card,25-03-2021,Istinye Park
I221110,C335809,Female,24,Cosmetics,5,203.3,Debit Card,19-01-2022,Kanyon
I221113,C111614,Male,61,Clothing,5,1500.4,Credit Card,03-01-2021,Cevahir AVM
I221116,C118311,Male,31,Shoes,2,1200.34,Cash,05-08-2022,Mall of Istanbul
I221117,C559108,Male,54,Shoes,1,600.17,Debit Card,25-08-2022,Istinye Park
I221118,C234230,Male,59,Clothing,2,600.16,Debit Card,15-10-2021,Kanyon
I221123,C659480,Female,21,Technology,3,3150,Cash,26-01-2021,Mall of Istanbul
I221126,C318207,Male,67,Cosmetics,3,121.98,Debit Card,20-02-2021,Metropol AVM
I221128,C198788,Male,47,Food & Beverage,2,10.46,Credit Card,09-08-2022,Mall of Istanbul
I221129,C436163,Male,57,Clothing,2,600.16,Debit Card,26-10-2021,Kanyon
I221140,C294876,Male,44,Clothing,4,1200.32,Cash,18-08-2021,Viaport Outlet
I221142,C118005,Female,50,Clothing,3,900.24,Debit Card,13-02-2023,Mall of Istanbul
I221145,C261202,Male,56,Books,4,60.6,Credit Card,08-09-2021,Mall of Istanbul
I221154,C338702,Male,33,Clothing,5,1500.4,Credit Card,16-09-2022,Kanyon
I221155,C318620,Female,35,Food & Beverage,1,5.23,Debit Card,29-12-2021,Mall of Istanbul
I221158,C142248,Female,55,Clothing,3,900.24,Cash,05-02-2023,Istinye Park
I221161,C998837,Male,41,Clothing,1,300.08,Credit Card,23-07-2022,Kanyon
I221162,C331814,Female,31,Clothing,5,1500.4,Cash,01-12-2022,Mall of Istanbul
I221163,C293382,Female,21,Food & Beverage,1,5.23,Debit Card,22-02-2022,Kanyon
I221164,C174980,Female,43,Toys,1,35.84,Credit Card,01-06-2021,Istinye Park
I221165,C157425,Male,31,Clothing,2,600.16,Cash,07-07-2021,Kanyon
I221171,C211641,Female,26,Clothing,1,300.08,Cash,05-03-2023,Metropol AVM
I221177,C171926,Male,19,Clothing,1,300.08,Cash,16-12-2021,Metropol AVM
I221180,C119554,Female,57,Clothing,1,300.08,Cash,06-08-2022,Mall of Istanbul
I221186,C181314,Male,59,Cosmetics,5,203.3,Cash,11-09-2022,Viaport Outlet
I221190,C264907,Female,18,Clothing,4,1200.32,Cash,07-05-2022,Forum Istanbul
I221191,C461327,Female,42,Shoes,3,1800.51,Debit Card,11-07-2021,Metrocity
I221193,C334309,Female,59,Souvenir,2,23.46,Debit Card,24-09-2022,Zorlu Center
I221195,C711292,Female,46,Cosmetics,2,81.32,Debit Card,07-10-2022,Mall of Istanbul
I221196,C453868,Female,66,Clothing,1,300.08,Credit Card,25-02-2021,Istinye Park
I221197,C191101,Female,66,Clothing,1,300.08,Cash,17-02-2021,Metrocity
I221201,C310798,Male,43,Food & Beverage,5,26.15,Credit Card,03-12-2021,Zorlu Center
I221202,C325800,Male,57,Food & Beverage,4,20.92,Cash,04-01-2023,Istinye Park
I221203,C223253,Female,58,Food & Beverage,3,15.69,Cash,06-07-2022,Mall of Istanbul
I221205,C125963,Female,22,Clothing,1,300.08,Debit Card,17-08-2022,Kanyon
I221216,C599052,Male,24,Technology,2,2100,Credit Card,18-02-2023,Kanyon
I221217,C230139,Male,69,Toys,1,35.84,Cash,20-01-2023,Metropol AVM
I221225,C120132,Female,44,Food & Beverage,2,10.46,Cash,21-09-2021,Mall of Istanbul
I221228,C252782,Male,40,Cosmetics,1,40.66,Credit Card,28-01-2023,Kanyon
I221229,C713766,Male,22,Technology,3,3150,Credit Card,03-11-2021,Cevahir AVM
I221234,C300563,Female,30,Books,4,60.6,Cash,11-02-2021,Kanyon
I221239,C190438,Male,38,Clothing,4,1200.32,Debit Card,25-08-2021,Metropol AVM
I221240,C112831,Female,56,Shoes,5,3000.85,Credit Card,21-01-2023,Metrocity
I221242,C316047,Male,33,Shoes,4,2400.68,Credit Card,20-09-2021,Metrocity
I221243,C149729,Female,49,Clothing,3,900.24,Debit Card,23-04-2022,Metropol AVM
I221244,C504915,Female,28,Cosmetics,4,162.64,Debit Card,11-09-2022,Metropol AVM
I221245,C251247,Female,69,Clothing,5,1500.4,Cash,11-12-2021,Cevahir AVM
I221251,C328692,Male,55,Clothing,3,900.24,Cash,05-11-2021,Mall of Istanbul
I221256,C214227,Female,62,Toys,2,71.68,Cash,20-02-2023,Cevahir AVM
I221257,C228389,Female,37,Technology,1,1050,Cash,28-01-2021,Metropol AVM
I221263,C409503,Female,44,Clothing,2,600.16,Credit Card,16-09-2021,Mall of Istanbul
I221266,C329174,Male,42,Shoes,3,1800.51,Credit Card,15-07-2022,Mall of Istanbul
I221272,C209785,Female,59,Cosmetics,3,121.98,Debit Card,16-12-2021,Mall of Istanbul
I221275,C127505,Female,57,Shoes,5,3000.85,Debit Card,07-07-2021,Mall of Istanbul
I221276,C966310,Female,35,Technology,5,5250,Cash,18-02-2021,Metrocity
I221278,C180556,Male,46,Clothing,3,900.24,Cash,04-12-2021,Viaport Outlet
I221279,C206733,Male,31,Clothing,1,300.08,Debit Card,12-09-2021,Kanyon
I221280,C439143,Female,29,Cosmetics,3,121.98,Credit Card,18-05-2022,Kanyon
I221286,C255454,Female,26,Cosmetics,1,40.66,Debit Card,02-03-2022,Viaport Outlet
I221289,C227403,Male,68,Clothing,5,1500.4,Cash,26-08-2021,Kanyon
I221292,C222546,Female,42,Clothing,5,1500.4,Credit Card,06-07-2022,Metrocity
I221294,C548321,Male,36,Cosmetics,4,162.64,Debit Card,28-08-2021,Kanyon
I221296,C232893,Female,38,Clothing,3,900.24,Debit Card,02-11-2022,Zorlu Center
I221297,C109245,Male,24,Food & Beverage,3,15.69,Credit Card,17-09-2022,Kanyon
I221303,C258875,Female,42,Clothing,2,600.16,Debit Card,07-12-2021,Istinye Park
I221304,C132835,Male,28,Clothing,5,1500.4,Cash,06-10-2022,Mall of Istanbul
I221305,C799040,Female,20,Clothing,4,1200.32,Debit Card,13-03-2021,Kanyon
